instance_id,gold_pass,fix_generated,patch_len,diff_size_chars,files_modified,num_turns,total_cost_usd,elapsed_s,tool_count,tool_used,comp_ignore,comp_generate_run,comp_gen_run_iterate,comp_full_pipeline,comp_generate_only,comp_other,adversarial_review_used,revised_after_failure,submitted_despite_failure,v009_verdict,v009_confidence,generate_count,run_count,test_pass_total,test_fail_total,test_error_count,review_score_mean,review_score_max,total_actions,action_pct_edit,action_pct_search,action_pct_bash,first_edit_pct,first_edit_action,loop_count,action_entropy,parkinson_ratio,total_input_tokens,total_output_tokens,total_cache_create_tokens,total_cache_read_tokens,total_thinking_tokens,total_tokens,n_thinking_blocks,token_efficiency_ratio,cache_hit_ratio,token_budget_utilization,tokens_per_edit,thinking_to_output_ratio,context_growth_rate
django__django-14238,1,1,651,651,1,21,0.2358435,109.9,4,1,0,0,0,1,0,0,1,0,0,0,0.5,1,2,26,2,0,0.5,0.5,20,0.05,0.2,0.75,0.35,7,15,1.6107845483996803,0.35,168,3502,42908,615523,488,662101,4,0.005289223245396095,0.9296512163552086,3.310505,662101.0,0.1393489434608795,759.9145035258241
django__django-14382,1,1,708,708,1,8,0.09692909999999999,44.8,3,1,0,0,0,1,0,0,1,0,0,1,0.93,1,1,15,1,0,0.93,0.93,7,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,2,4,1.2516291673878228,0.2857142857142857,14,1069,20835,192642,26,214560,2,0.004982289336316182,0.8978467561521253,1.0728,214560.0,0.02432179607109448,609.4041501976287
django__django-14411,1,1,456,456,1,18,0.1747107,74.0,4,1,0,0,0,1,0,0,1,1,1,1,0.93,1,2,0,0,2,0.93,0.93,17,0.058823529411764705,0.17647058823529413,0.7647058823529411,0.35294117647058826,6,12,1.6216407621868583,0.35294117647058826,93,1838,33139,424981,14,460051,1,0.003995209226803115,0.9237693212274292,2.300255,460051.0,0.007616974972796518,534.616205533597
django__django-14534,0,1,422,422,1,31,0.35817315,145.4,5,1,0,0,0,1,0,0,1,0,0,0,0.36,1,3,16,3,0,0.36,0.36,31,0.0967741935483871,0.16129032258064516,0.7419354838709677,0.22580645161290322,7,20,1.858040253688799,0.22580645161290322,111,5615,40926,907860,698,954512,4,0.005882587123053455,0.951124763229797,4.77256,318170.6666666667,0.12430988423864649,644.5984541774013
django__django-14580,1,1,599,599,1,17,0.24904725000000005,106.1,3,1,0,0,0,1,0,0,1,0,0,0,0.58,1,1,1,1,0,0.58,0.58,16,0.0625,0.25,0.6875,0.3125,5,13,1.3752793655393791,0.3125,95,3145,57429,604536,686,665205,5,0.004727865845867063,0.9087965364060703,3.326025,665205.0,0.2181240063593005,1275.035399321616
django__django-14608,1,1,861,861,1,24,0.25331909999999996,104.9,4,1,0,0,0,1,0,0,1,1,1,0,0.68,1,2,0,2,0,0.68,0.68,23,0.08695652173913043,0.21739130434782608,0.6956521739130435,0.30434782608695654,7,16,2.000080876099379,0.30434782608695654,978,3873,46719,701156,290,752726,3,0.005145298554852629,0.9314890145949523,3.76363,376363.0,0.07487735605473793,683.051031200423
django__django-14667,0,1,521,521,1,29,0.3575453999999999,167.8,3,1,0,0,0,1,0,0,1,0,1,0,0.24,1,1,0,0,1,0.24,0.24,28,0.03571428571428571,0.25,0.7142857142857143,0.32142857142857145,9,23,1.5449508169635267,0.32142857142857145,110,6010,43782,917320,1090,967222,5,0.0062136717320325635,0.9484068807367905,4.83611,967222.0,0.18136439267886856,714.4029063309887
django__django-14672,1,1,512,512,1,8,0.1191561,32.9,2,1,0,1,0,0,0,0,0,0,0,,,1,1,8,0,0,,,7,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,1.9182958340544896,0.5714285714285714,83,980,37548,202000,14,240611,1,0.004072964245192447,0.8395293648253821,1.203055,240611.0,0.014285714285714285,1673.6030491247882
django__django-14730,0,1,3132,3132,3,31,0.5112112499999999,196.5,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.25806451612903225,0.3225806451612903,0.41935483870967744,0.25806451612903225,8,14,3.001515280317513,0.25806451612903225,126,10622,72029,1483703,2888,1566480,13,0.006780807926050764,0.9471573208722741,7.8324,195810.0,0.27188853323291284,1191.6795616725485
django__django-14752,1,1,1018,1018,1,17,0.18388845,75.6,3,1,0,0,0,1,0,0,1,0,1,1,1.0,1,1,0,0,1,1.0,1.0,16,0.125,0.1875,0.6875,0.3125,5,11,2.0049355947431313,0.3125,93,2083,33746,397434,18,433356,1,0.004806671651021331,0.9171074128430206,2.16678,216678.0,0.008641382621219395,647.9576655052263
django__django-14787,1,1,725,725,1,18,0.21334709999999996,101.8,3,1,0,0,0,1,0,0,1,0,0,0,0.35,1,1,11,0,0,0.35,0.35,17,0.058823529411764705,0.17647058823529413,0.7647058823529411,0.23529411764705882,4,14,1.186278124459133,0.23529411764705882,96,3276,39657,525648,372,568677,3,0.005760739400397765,0.9243349036447756,2.843385,568677.0,0.11355311355311355,716.0385366912726
django__django-14855,1,1,698,698,1,24,0.23210084999999997,94.0,3,1,0,0,0,1,0,0,1,0,1,0,0.71,1,1,0,0,1,0.71,0.71,23,0.043478260869565216,0.21739130434782608,0.7391304347826086,0.21739130434782608,5,17,1.613824394358762,0.21739130434782608,99,2712,33239,564019,8,600069,1,0.004519480259770127,0.9399235754554893,3.000345,600069.0,0.0029498525073746312,462.1536816178375
django__django-14915,1,1,402,402,1,10,0.10434405,44.3,2,1,0,1,0,0,0,0,0,0,0,,,1,1,21,0,0,,,9,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.6666666666666666,6,4,2.4056390622295662,0.6666666666666666,82,1141,27983,202571,14,231777,1,0.004922835311527891,0.8739909481958952,1.158885,231777.0,0.012269938650306749,443.5586324786324
django__django-14997,1,1,678,678,1,31,0.594291,220.8,2,1,0,1,0,0,0,0,0,0,1,,,1,1,0,1,0,,,33,0.030303030303030304,0.5151515151515151,0.45454545454545453,0.7272727272727273,24,16,2.2661319257440464,0.7272727272727273,53,8810,79300,1634068,2294,1722231,13,0.005115457798634445,0.9488088415549366,8.611155,1722231.0,0.26038592508513053,1471.789603283174
django__django-14999,1,1,779,779,1,22,0.24133350000000003,110.5,4,1,0,0,0,1,0,0,1,1,1,0,0.62,1,2,0,0,0,0.62,0.62,21,0.047619047619047616,0.19047619047619047,0.7619047619047619,0.3333333333333333,7,14,1.7166422780956525,0.3333333333333333,31,3287,30189,568315,423,601822,3,0.005461747825769081,0.9443240692430652,3.00911,601822.0,0.12868877395801642,652.3518582046881
django__django-15061,1,1,422,422,1,28,0.2781744,127.1,4,1,0,0,0,1,0,0,1,0,0,0,0.15,1,2,10,2,0,0.15,0.15,27,0.037037037037037035,0.25925925925925924,0.7037037037037037,0.3333333333333333,9,22,1.5813432267683003,0.3333333333333333,752,3851,36015,731899,462,772517,3,0.004985003566264561,0.9474212217983552,3.862585,772517.0,0.11996883926252921,493.8704431805167
django__django-15202,0,1,1440,1440,1,31,0.48481395000000005,225.8,4,1,0,0,0,1,0,0,1,0,0,0,0.58,1,2,8,2,0,0.58,0.58,30,0.03333333333333333,0.13333333333333333,0.8333333333333334,0.13333333333333333,4,26,0.9945637531514427,0.13333333333333333,53,10591,57865,1231783,2337,1300292,11,0.00814509356359956,0.9473126036305691,6.50146,1300292.0,0.2206590501369087,1051.51792042118
django__django-15252,0,1,934,934,1,31,0.45259155000000006,164.3,5,1,0,0,0,1,0,0,1,0,0,0,0.38,1,3,6,3,0,0.38,0.38,31,0.12903225806451613,0.22580645161290322,0.6451612903225806,0.1935483870967742,6,19,2.233123948656366,0.1935483870967742,50,7987,58482,1172255,963,1238774,5,0.006447503741602584,0.9463025539767544,6.19387,309693.5,0.12057092775760611,1010.6125096592332
django__django-15320,0,1,552,552,1,28,0.34539885000000004,159.5,4,1,0,0,0,1,0,0,1,0,0,0,0.35,1,2,6,2,0,0.35,0.35,27,0.037037037037037035,0.25925925925925924,0.7037037037037037,0.2222222222222222,6,16,1.9580178370331511,0.2222222222222222,108,5720,45310,853938,1316,905076,5,0.0063199112560713136,0.9434986675152142,4.52538,905076.0,0.23006993006993007,806.7378357099118
django__django-15347,1,1,711,711,1,20,0.24178469999999996,126.2,4,1,0,0,0,1,0,0,1,0,0,0,0.81,1,2,2,2,0,0.81,0.81,19,0.05263157894736842,0.2631578947368421,0.6842105263157895,0.21052631578947367,4,12,1.991076059838222,0.21052631578947367,102,3399,44007,685389,276,732897,3,0.004637759466882795,0.9351777944240459,3.664485,732897.0,0.08120035304501325,709.6015721120987
django__django-15388,0,1,492,492,1,31,0.8140400999999997,412.3,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.0967741935483871,0.3870967741935484,0.5161290322580645,0.5806451612903226,18,17,2.464456303812389,0.5806451612903226,119,23930,81854,1668988,6926,1774891,13,0.01348251808139204,0.9403326739501187,8.874455,591630.3333333334,0.2894274968658588,2833.6904665314405
django__django-15400,0,1,629,629,1,21,0.2360163,90.8,4,1,0,0,0,1,0,0,1,0,0,0,0.56,1,2,18,2,0,0.56,0.56,20,0.05,0.2,0.75,0.35,7,15,1.6107845483996803,0.35,97,3380,35566,556523,424,595566,3,0.005675273605276325,0.9344438735589339,2.97783,595566.0,0.12544378698224853,701.3094424997864
django__django-15498,1,1,524,524,1,21,0.2564445,164.5,4,1,0,0,0,1,0,0,1,1,1,0,0.7,1,2,0,2,0,0.7,0.7,20,0.05,0.3,0.65,0.5,10,11,2.1406064599010723,0.5,204,5176,45234,591304,1251,641918,5,0.00806333519234544,0.921151922831265,3.20959,641918.0,0.24169242658423493,977.4357156470362
django__django-15695,0,1,2686,2686,2,31,0.8043894,431.7,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.0967741935483871,0.41935483870967744,0.4838709677419355,0.6774193548387096,21,14,2.569786130993361,0.6774193548387096,115,22976,78001,1506073,5507,1607165,11,0.01429598081093105,0.9370991777446622,8.035825,535721.6666666666,0.2396848885793872,2651.8008130081294
django__django-15781,0,1,954,954,1,12,0.13743570000000002,51.5,2,1,0,1,0,0,0,0,0,0,0,,,1,1,15,0,0,,,11,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.6363636363636364,7,6,2.6464393446710157,0.6363636363636364,85,1623,32260,279062,16,313030,1,0.005184806568060569,0.8914864389994569,1.56515,156515.0,0.009858287122612447,764.143951612903
django__django-15789,1,1,947,947,1,17,0.16090770000000001,76.0,4,1,0,0,0,1,0,0,1,0,0,0,0.74,1,2,14,2,0,0.74,0.74,16,0.0625,0.25,0.6875,0.4375,7,11,1.8716022614097982,0.4375,158,2196,33414,402982,120,438750,2,0.005005128205128205,0.9184774928774929,2.19375,438750.0,0.0546448087431694,540.029598308668
django__django-15790,1,1,804,804,1,24,0.26731079999999996,110.2,4,1,0,0,0,1,0,0,1,1,1,0,0.71,1,2,0,2,0,0.71,0.71,23,0.08695652173913043,0.13043478260869565,0.782608695652174,0.21739130434782608,5,18,1.5503407095463881,0.21739130434782608,37,3580,34953,705623,661,744193,5,0.0048105800511426475,0.948172046767438,3.720965,372096.5,0.1846368715083799,729.14580342978
django__django-15814,1,1,705,705,1,31,0.554823,274.6,3,1,0,0,0,1,0,0,1,0,1,0,0.62,1,1,0,0,1,0.62,0.62,31,0.03225806451612903,0.2903225806451613,0.6774193548387096,0.3548387096774194,11,24,1.7546097612655667,0.3548387096774194,54,13126,67874,1280739,2918,1361793,10,0.009638763013174543,0.9404799407839517,6.808965,1361793.0,0.2223068718573823,1126.514965786491
django__django-15819,0,1,1684,1684,1,26,0.3918261,192.7,4,1,0,0,0,1,0,0,1,0,1,0,0.73,1,1,0,1,0,0.575,0.73,25,0.24,0.16,0.6,0.16,4,19,2.163890986728065,0.16,108,6255,58534,987462,790,1052359,5,0.00594378914419889,0.9383318810405955,5.261795,175393.16666666666,0.12629896083133493,1047.1307401610868
django__django-15851,1,1,1139,1139,2,16,0.14878485000000002,57.6,2,1,0,1,0,0,0,0,0,0,0,,,1,1,9,0,0,,,15,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.4,6,7,2.406666316740689,0.4,91,1753,33710,388740,14,424294,1,0.004131569147807888,0.9162043300164509,2.12147,212147.0,0.007986309184255563,550.9578397212542
django__django-15902,1,1,436,436,1,31,0.5126170500000001,144.5,4,1,0,0,0,1,0,0,1,1,1,0,0.45,1,2,0,2,0,0.45,0.45,36,0.05555555555555555,0.2222222222222222,0.7222222222222222,0.3611111111111111,13,22,1.8193314068652295,0.3611111111111111,398,5571,64844,1568599,351,1639412,3,0.003398169587632639,0.9568058547820804,8.19706,819706.0,0.0630048465266559,1165.9547327204627
django__django-15996,0,1,1002,1002,1,23,0.25449345000000007,115.9,4,1,0,0,0,1,0,0,1,0,0,0,0.35,1,2,14,2,0,0.35,0.35,22,0.045454545454545456,0.13636363636363635,0.8181818181818182,0.22727272727272727,5,17,1.3446983751597128,0.22727272727272727,101,4060,37038,617362,462,658561,3,0.006164956625126602,0.9374408748771944,3.292805,658561.0,0.11379310344827587,688.6342858900612
django__django-16041,1,1,716,716,1,19,0.2148177,90.7,4,1,0,0,0,1,0,0,1,1,1,1,0.89,1,2,0,0,0,0.89,0.89,18,0.05555555555555555,0.16666666666666666,0.7777777777777778,0.2777777777777778,5,13,1.5569010760354056,0.2777777777777778,95,2925,37405,501606,277,542031,2,0.005396370318302828,0.9254193948316609,2.710155,542031.0,0.0947008547008547,704.2300260529748
django__django-16046,1,1,454,454,1,20,0.18988155,72.7,4,1,0,0,0,1,0,0,1,1,1,0,0.58,1,2,0,2,0,0.58,0.58,19,0.05263157894736842,0.15789473684210525,0.7894736842105263,0.2631578947368421,5,14,1.497385205007079,0.2631578947368421,95,2246,36751,484150,121,523242,3,0.004292468876733901,0.9252888720706671,2.61621,523242.0,0.05387355298308103,682.7486734693877
django__django-16139,1,1,735,735,1,24,0.27817949999999997,120.8,4,1,0,0,0,1,0,0,1,1,1,0,0.35,1,2,0,0,2,0.35,0.35,23,0.043478260869565216,0.17391304347826086,0.782608695652174,0.2608695652173913,6,16,1.613824394358762,0.2608695652173913,99,4668,36623,596242,774,637632,2,0.007320837097259862,0.9350879504165412,3.18816,637632.0,0.16580976863753213,765.2939460720766
django__django-16229,1,1,536,536,1,38,0.48621090000000006,213.3,5,1,0,0,0,1,0,0,1,1,1,0,0.35,1,3,0,3,0,0.35,0.35,37,0.02702702702702703,0.2972972972972973,0.6756756756756757,0.43243243243243246,16,25,1.901651589036177,0.43243243243243246,120,8689,62485,1593741,2320,1665035,11,0.005218508920232908,0.9571816808655674,8.325175,1665035.0,0.267004258257567,1016.8489948994902
django__django-16255,1,1,524,524,1,7,0.08399685,33.9,2,1,0,1,0,0,0,0,0,0,0,,,1,1,11,0,0,,,6,0.16666666666666666,0.3333333333333333,0.5,0.5,3,3,1.9219280948873623,0.5,11,834,18465,138808,14,158118,1,0.005274541797897773,0.8778760166457962,0.79059,158118.0,0.016786570743405275,434.71052631578937
django__django-16379,1,1,629,629,1,6,0.08652660000000001,32.9,2,1,0,1,0,0,0,0,0,0,0,,,1,1,10,0,0,,,5,0.2,0.2,0.6,0.4,2,2,1.5,0.4,11,839,22210,145832,8,168892,1,0.00496767164815385,0.8634630414702887,0.84446,168892.0,0.009535160905840286,843.8957688338492
django__django-16527,1,1,549,549,1,17,0.17560364999999997,95.9,4,1,0,0,0,1,0,0,1,1,1,1,0.91,1,2,0,2,0,0.91,0.91,16,0.0625,0.125,0.8125,0.1875,3,13,1.0389205950315936,0.1875,24,2317,31482,368465,55,402288,2,0.005759555343435549,0.9159234180487611,2.01144,402288.0,0.023737591713422528,544.9207317073169
django__django-16595,1,1,784,784,1,24,0.2777778,110.1,4,1,0,0,0,1,0,0,1,1,1,0,0.35,1,2,0,2,0,0.35,0.35,23,0.043478260869565216,0.17391304347826086,0.782608695652174,0.21739130434782608,5,17,1.4594316186372973,0.21739130434782608,101,4305,38908,651995,171,695309,2,0.0061914918403184775,0.9377053942923218,3.476545,695309.0,0.0397212543554007,652.6576855639977
django__django-16816,0,1,607,607,1,31,0.60162195,258.5,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,32,0.03125,0.25,0.71875,0.46875,15,23,1.785796382652841,0.46875,243,13493,61131,1260835,2492,1335702,7,0.01010180414493652,0.9439493240258681,6.67851,1335702.0,0.1846883569258134,1409.8373886544762
django__django-16820,0,1,4104,4104,1,31,0.8614954999999999,313.8,5,1,0,0,0,1,0,0,1,1,1,0,0.52,1,2,0,2,0,0.5700000000000001,0.62,30,0.06666666666666667,0.16666666666666666,0.7333333333333333,0.23333333333333334,7,21,1.9369250380438436,0.23333333333333334,50,7245,62150,1385455,1132,1454900,8,0.00497972369234999,0.9522681971269503,7.2745,727450.0,0.1562456866804693,1156.1059740316282
django__django-16873,1,1,1168,1168,2,19,0.20168429999999998,77.0,4,1,0,0,0,1,0,0,1,1,1,1,0.94,1,2,0,2,0,0.94,0.94,18,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.2777777777777778,5,10,2.05632607578088,0.2777777777777778,98,2337,36271,495444,19,534150,1,0.00437517551249649,0.9275372086492558,2.67075,267075.0,0.008130081300813009,585.2597155883633
django__django-16910,1,1,1902,1902,1,31,0.5862940500000001,263.9,2,1,0,1,0,0,0,0,0,0,1,,,1,1,0,0,1,,,33,0.030303030303030304,0.2727272727272727,0.696969696969697,0.45454545454545453,15,18,1.9681390622295665,0.45454545454545453,113,13208,65139,1206213,2420,1284673,8,0.010281215531111809,0.9389260924764512,6.423365,1284673.0,0.18322228952150213,1455.9640695573619
django__django-17051,1,1,1597,1597,1,31,0.46244999999999997,209.0,4,1,0,0,0,1,0,0,1,0,1,0,0.52,1,1,0,0,1,0.52,0.52,35,0.05714285714285714,0.2571428571428571,0.6857142857142857,0.4,14,24,2.007738642561277,0.4,120,8233,60828,1291162,1909,1360343,9,0.006052150082736486,0.9491444437175036,6.801715,680171.5,0.23187173569780153,976.0183232497843
django__django-17087,1,1,616,616,1,21,0.25675695000000004,112.6,4,1,0,0,0,1,0,0,1,0,0,1,0.91,1,2,10,2,0,0.91,0.91,20,0.05,0.15,0.8,0.25,5,15,1.442508097190614,0.25,96,3080,46002,587319,625,636497,3,0.004838985886814863,0.9227364779409801,3.182485,636497.0,0.20292207792207792,942.9054298642529
matplotlib__matplotlib-18869,0,1,1355,1355,1,28,0.35215169999999996,182.6,3,1,0,0,0,1,0,0,1,0,1,0,0.45,1,1,0,1,0,0.35,0.35,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.25925925925925924,7,14,2.844106544814538,0.25925925925925924,115,5824,47056,1039397,322,1092392,3,0.005331419490439329,0.951487195072831,5.46196,136549.0,0.055288461538461536,635.1670697723328
matplotlib__matplotlib-22711,0,1,712,712,1,31,0.5311819499999999,194.9,0,0,1,0,0,0,0,0,0,0,0,1,0.87,0,0,0,0,0,,,31,0.0967741935483871,0.2903225806451613,0.6129032258064516,0.41935483870967744,13,16,2.4782038010085965,0.41935483870967744,117,11071,58084,1231780,1838,1301052,11,0.008509267884757872,0.9467569320826531,6.50526,433684.0,0.16601932978050762,1092.9990154711668
matplotlib__matplotlib-22835,0,1,1146,1146,1,13,0.1485606,56.1,2,1,0,1,0,0,0,0,0,0,0,1,0.89,1,1,12,0,0,,,12,0.08333333333333333,0.25,0.6666666666666666,0.4166666666666667,5,7,2.049452072789394,0.4166666666666667,86,2086,31510,297625,16,331307,1,0.006296275056065824,0.8983359844494683,1.656535,331307.0,0.007670182166826462,563.6022727272726
matplotlib__matplotlib-23299,0,1,995,995,1,31,0.46026870000000014,179.0,2,1,0,1,0,0,0,0,0,0,1,0,0.15,1,1,0,0,1,,,31,0.06451612903225806,0.41935483870967744,0.5161290322580645,0.5806451612903226,18,19,2.3297281711468414,0.5806451612903226,113,8121,52377,1110475,1901,1171086,9,0.0069345889200280765,0.9482437668967095,5.85543,585543.0,0.23408447235562124,1153.185954235637
matplotlib__matplotlib-23314,1,1,438,438,1,31,0.32971575,111.1,2,1,0,1,0,0,0,0,0,0,1,0,0.71,1,1,0,0,1,,,31,0.03225806451612903,0.12903225806451613,0.8387096774193549,0.25806451612903225,8,25,1.3054930959648088,0.25806451612903225,106,3936,37765,788038,165,829845,3,0.0047430544258265095,0.9496207123016949,4.149225,829845.0,0.041920731707317076,538.2463984822178
matplotlib__matplotlib-23476,1,1,856,856,1,31,0.48542385,170.4,2,1,0,1,0,0,0,0,0,0,1,,,1,1,0,0,1,,,34,0.08823529411764706,0.2647058823529412,0.6470588235294118,0.3235294117647059,11,23,2.17868426995577,0.3235294117647059,3858,8253,59992,1204624,1300,1276727,5,0.006464185374007129,0.9435251232252471,6.383635,425575.6666666667,0.15751847812916514,904.9688771894298
matplotlib__matplotlib-23562,0,1,603,603,1,31,0.41719709999999993,234.2,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.12903225806451613,0.25806451612903225,0.6129032258064516,0.22580645161290322,7,18,2.3967916319816367,0.22580645161290322,114,6831,49314,1081789,883,1138048,8,0.006002383027780902,0.9505653540096727,5.69024,284512.0,0.12926365100278145,702.0960853258318
matplotlib__matplotlib-23563,0,1,1108,1108,1,31,1.10812275,554.3,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.5806451612903226,0.3225806451612903,0.0967741935483871,0.3225806451612903,10,15,2.2660528684552537,0.3225806451612903,138,36582,101427,2815339,7875,2953486,20,0.012386041443907302,0.9532257813309425,14.76743,164082.55555555556,0.21526980482204364,2017.251438555621
matplotlib__matplotlib-23913,1,1,1237,1237,1,29,0.3197014499999999,106.4,4,1,0,0,0,1,0,0,1,0,1,1,0.91,1,2,1,0,1,0.91,0.91,28,0.10714285714285714,0.35714285714285715,0.5357142857142857,0.4642857142857143,13,19,2.3447653609166483,0.4642857142857143,107,3997,53361,863354,97,920819,2,0.004340701049826296,0.9375935987419894,4.604095,306939.6666666667,0.024268201150863148,792.4367071997201
matplotlib__matplotlib-23964,1,1,533,533,1,11,0.14441610000000002,73.3,3,1,0,0,0,1,0,0,1,0,0,0,0.48,1,1,14,0,0,0.48,0.48,10,0.1,0.4,0.5,0.4,4,6,2.0588138903312014,0.4,88,2122,33974,290704,341,326888,2,0.006491520031325714,0.8893076527740388,1.63444,326888.0,0.16069745523091422,895.5421579532815
matplotlib__matplotlib-23987,0,1,967,967,1,31,0.44533424999999993,131.7,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,32,0.03125,0.40625,0.5625,0.375,12,19,2.183540974518142,0.375,116,6906,55435,1186569,1408,1249026,10,0.00552910828117269,0.9499954364440772,6.24513,1249026.0,0.2038806834636548,1024.7534948154992
matplotlib__matplotlib-24149,1,1,617,617,1,29,0.34878029999999993,270.0,3,1,0,0,0,1,0,0,1,0,1,0,0.55,1,1,0,0,1,0.55,0.55,28,0.03571428571428571,0.17857142857142858,0.7857142857142857,0.21428571428571427,6,21,1.5433829556661305,0.21428571428571427,44,4446,35991,918041,470,958522,4,0.004638391189769249,0.9577672708607627,4.79261,958522.0,0.10571300044984255,689.618994790662
matplotlib__matplotlib-24265,1,1,1701,1701,1,31,0.37412009999999996,102.5,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.06451612903225806,0.0967741935483871,0.8387096774193549,0.16129032258064516,5,26,1.2389205950315936,0.16129032258064516,109,4875,46581,945416,324,996981,4,0.0048897621920578225,0.9482788538598027,4.984905,498490.5,0.06646153846153846,590.9419630156475
matplotlib__matplotlib-24334,1,1,694,694,1,14,0.1519746,133.1,4,1,0,0,0,1,0,0,1,1,1,0,0.62,1,2,0,0,1,0.62,0.62,13,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.38461538461538464,5,8,1.9473387961875537,0.38461538461538464,89,2130,32270,345872,250,380361,2,0.005599943211843486,0.9093256143505775,1.901805,380361.0,0.11737089201877934,601.5573731626362
matplotlib__matplotlib-24970,1,1,592,592,1,21,0.2858457,195.5,3,1,0,0,0,1,0,0,1,0,0,0,0.28,1,1,8,0,0,0.28,0.28,20,0.05,0.2,0.75,0.3,6,16,1.465790469338445,0.3,34,5515,41102,661120,964,707771,7,0.007792068338488014,0.9340874378859829,3.538855,707771.0,0.17479601087941976,760.8904761904763
matplotlib__matplotlib-25079,0,1,2884,2884,2,31,0.83898465,476.8,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,35,0.08571428571428572,0.4857142857142857,0.42857142857142855,0.8571428571428571,30,17,2.5185784610705095,0.8571428571428571,62,24925,100922,1850192,6201,1976101,17,0.012613221692615913,0.93628412717771,9.880505,658700.3333333334,0.2487863590772317,1846.2491452766674
matplotlib__matplotlib-25311,0,1,698,698,1,27,0.40840904999999994,195.1,3,1,0,0,0,1,0,0,1,0,1,0,0.58,1,1,0,0,1,0.58,0.58,26,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.2692307692307692,7,17,1.7034651896016473,0.2692307692307692,107,8998,47280,863419,1780,919804,5,0.009782518884457993,0.9386988967214754,4.59902,919804.0,0.19782173816403645,1170.0154216131616
matplotlib__matplotlib-25332,1,1,1144,1144,1,31,0.41783265,173.6,4,1,0,0,0,1,0,0,1,0,0,0,0.35,1,2,2,2,0,0.35,0.35,32,0.09375,0.25,0.65625,0.3125,10,19,2.329736747925867,0.3125,127,7369,57142,1412509,1173,1477147,13,0.004988670728099505,0.9562413219537392,7.385735,492382.3333333333,0.1591803501153481,642.5422461438428
matplotlib__matplotlib-25433,0,1,538,538,1,31,0.6199968,271.1,3,1,0,0,1,0,0,0,0,1,1,,,1,2,0,2,0,,,31,0.03225806451612903,0.3548387096774194,0.6129032258064516,0.5806451612903226,18,16,2.1722539283649267,0.5806451612903226,114,13170,63634,1398363,2971,1475281,9,0.008927112868667054,0.9478621360947508,7.376405,1475281.0,0.22558845861807136,1573.4107360525074
matplotlib__matplotlib-25442,1,1,1156,1156,1,21,0.361065,188.2,4,1,0,0,0,1,0,0,1,1,1,0,0.52,1,2,0,2,0,0.52,0.52,20,0.15,0.3,0.55,0.2,4,13,2.325331460128806,0.2,42,7940,54582,900183,1765,962747,8,0.008247234216258269,0.935015118198239,4.813735,320915.6666666667,0.22229219143576825,1216.5695564516127
matplotlib__matplotlib-25498,1,1,660,660,1,31,0.5043264000000001,273.0,3,1,0,0,1,0,0,0,0,1,1,,,1,2,0,2,0,,,32,0.03125,0.34375,0.625,0.59375,19,15,2.1452477162054624,0.59375,116,9510,59452,1259963,1817,1329041,11,0.007155535457521627,0.948024176831264,6.645205,1329041.0,0.19106203995793902,1199.4837748205368
matplotlib__matplotlib-26011,1,1,512,512,1,24,0.30738044999999997,184.5,3,1,0,0,0,1,0,0,1,0,1,0,0.18,1,1,0,0,1,0.18,0.18,23,0.043478260869565216,0.21739130434782608,0.7391304347826086,0.34782608695652173,8,16,1.7638421227824583,0.34782608695652173,3251,5309,43692,687224,260,739476,3,0.007179408121426523,0.9293391536709779,3.69738,739476.0,0.0489734413260501,712.7585622443014
matplotlib__matplotlib-26020,1,1,899,899,1,31,0.7259877,350.0,5,1,0,0,0,1,0,0,1,0,1,0,0.45,1,3,6,2,1,0.45,0.45,32,0.0625,0.3125,0.625,0.375,12,21,2.1921669896519833,0.375,1987,14750,86423,1570187,2759,1673347,9,0.008814669043539685,0.9383511011165048,8.366735,836673.5,0.18705084745762712,1954.3663543061136
