instance_id,task_complexity,task_domain_knowledge,task_files_scope,task_modification_scope,task_testing_clarity,task_debugging_difficulty,task_edge_case_risk,task_regression_risk,task_difficulty_mean,cond_read_edit_ratio,cond_cost,cond_loop_count,cond_tokens_per_edit,cond_action_pct_edit,cond_n_reads,cond_total_errors
pytest-dev__pytest-5227,1,1,1,1,1,1,1,2,1.125,2.6666666666666665,0.17103959999999999,8.88888888888889,418630.22222222225,0.06617647058823528,2.6666666666666665,0.8888888888888888
pytest-dev__pytest-5413,2,2,1,2,2,2,2,2,1.875,2.4,0.2002708,9.066666666666666,326137.3333333333,0.12096774193548374,4.8,2.1333333333333333
pytest-dev__pytest-5495,2,3,2,2,4,2,3,2,2.5,2.0,0.14203691999999996,8.8,413833.6,0.0806451612903225,2.0,0.8
pytest-dev__pytest-5692,2,2,2,2,1,1,1,2,1.625,0.6153846153846154,0.19163427692307686,8.0,169939.07692307694,0.25657894736842096,1.8461538461538463,0.6153846153846154
pytest-dev__pytest-6116,1,1,1,1,1,1,1,1,1.0,1.25,0.34625295,15.0,277155.75,0.1290322580645161,5.0,2.0
pytest-dev__pytest-7168,3,3,2,2,2,3,4,3,2.75,0.7272727272727273,0.09976243636363637,4.363636363636363,239501.45454545456,0.18333333333333313,0.7272727272727273,0.0
pytest-dev__pytest-7220,3,3,2,2,2,2,3,3,2.5,1.2,0.16657632,8.4,212249.2,0.161290322580645,2.4,0.4
pytest-dev__pytest-7373,2,2,1,2,1,2,2,2,1.75,0.40816326530612246,0.19153448571428572,9.714285714285714,78913.8775510204,0.47115384615384615,2.857142857142857,0.5714285714285714
pytest-dev__pytest-7432,2,3,1,1,4,2,2,2,2.125,0.47058823529411764,0.1381441411764706,6.117647058823529,316796.70588235295,0.1328125,0.47058823529411764,0.0
pytest-dev__pytest-7490,3,4,2,2,3,3,3,3,2.875,0.6956521739130435,0.18207020869565219,8.695652173913043,512483.47826086957,0.09583333333333323,0.6956521739130435,0.34782608695652173
pytest-dev__pytest-8365,2,2,2,2,2,1,3,2,2.0,2.0,0.188305275,10.0,556025.5,0.0769230769230768,2.0,1.0
pytest-dev__pytest-8906,2,3,2,2,2,1,2,2,2.0,0.6,0.185660775,7.5,120489.1,0.357142857142857,3.0,1.0
pytest-dev__pytest-9359,3,4,2,2,2,4,3,2,2.75,1.4545454545454546,0.16485665454545453,5.090909090909091,437248.0,0.11458333333333315,1.4545454545454546,0.36363636363636365
scikit-learn__scikit-learn-10297,2,2,1,2,1,1,2,2,1.625,1.8461538461538463,0.11103193846153846,4.923076923076923,256575.38461538462,0.11607142857142852,1.8461538461538463,2.4615384615384617
scikit-learn__scikit-learn-10508,2,2,1,2,1,2,2,2,1.75,1.1428571428571428,0.1450296857142857,8.0,177743.42857142858,0.17500000000000002,2.2857142857142856,1.7142857142857142
scikit-learn__scikit-learn-10949,2,2,1,2,1,2,2,2,1.75,0.7619047619047619,0.3199428,12.0,298980.7619047619,0.17500000000000002,2.2857142857142856,2.857142857142857
scikit-learn__scikit-learn-11040,2,2,2,2,4,1,3,2,2.25,0.5333333333333333,0.1739070666666666,8.88888888888889,91142.22222222222,0.36290322580645146,2.6666666666666665,1.3333333333333333
scikit-learn__scikit-learn-11281,4,4,4,4,3,2,4,5,3.75,1.0666666666666667,0.10430392000000002,4.8,280462.93333333335,0.144230769230769,1.0666666666666667,1.0666666666666667
scikit-learn__scikit-learn-12471,3,3,1,2,4,3,4,2,2.75,0.7272727272727273,0.14353085454545453,9.454545454545455,460193.8181818182,0.08870967741935475,0.7272727272727273,2.5454545454545454
scikit-learn__scikit-learn-13142,3,3,1,2,2,3,3,2,2.375,1.263157894736842,0.12358541052631579,5.052631578947368,318778.5263157895,0.1319444444444443,1.263157894736842,1.263157894736842
scikit-learn__scikit-learn-13241,3,4,2,2,2,4,3,3,2.875,0.5217391304347826,0.15427403478260865,8.0,114073.21739130435,0.338235294117647,2.0869565217391304,2.0869565217391304
scikit-learn__scikit-learn-13439,1,1,1,1,1,1,1,1,1.0,2.0,0.1346289,6.0,266355.0,0.0909090909090909,2.0,3.0
scikit-learn__scikit-learn-13496,1,2,3,2,2,1,2,1,1.75,0.5714285714285714,0.12940079999999995,5.714285714285714,137207.42857142858,0.23333333333333328,1.1428571428571428,0.5714285714285714
scikit-learn__scikit-learn-13497,2,2,1,2,4,2,3,2,2.25,0.8888888888888888,0.07997026666666668,3.111111111111111,180442.22222222222,0.18749999999999992,0.8888888888888888,0.8888888888888888
scikit-learn__scikit-learn-13584,2,3,1,2,4,2,3,2,2.375,0.631578947368421,0.19822894736842106,7.157894736842105,217841.8947368421,0.19,1.263157894736842,1.263157894736842
scikit-learn__scikit-learn-13779,2,2,1,2,1,2,2,1,1.625,1.2307692307692308,0.16696523076923078,8.0,407163.07692307694,0.09027777777777768,1.2307692307692308,3.076923076923077
scikit-learn__scikit-learn-14087,2,2,1,2,1,2,2,2,1.75,2.857142857142857,0.19114448571428566,8.571428571428571,494769.71428571426,0.07608695652173911,2.857142857142857,1.7142857142857142
scikit-learn__scikit-learn-14092,2,2,2,2,3,1,3,2,2.125,0.2823529411764706,0.19988625882352937,11.294117647058824,108044.8,0.34274193548387083,1.411764705882353,1.8823529411764706
scikit-learn__scikit-learn-14894,2,2,1,1,1,1,2,1,1.375,1.0909090909090908,0.1569444,7.2727272727272725,187083.27272727274,0.1833333333333333,2.1818181818181817,1.4545454545454546
scikit-learn__scikit-learn-14983,1,1,1,1,1,1,1,1,1.0,2.3333333333333335,0.42490965,21.0,404305.6666666667,0.09375,7.0,2.0
scikit-learn__scikit-learn-15512,3,2,1,2,2,2,3,2,2.125,1.8823529411764706,0.17849202352941176,5.647058823529412,428512.4705882353,0.11184210526315784,1.8823529411764706,2.823529411764706
scikit-learn__scikit-learn-15535,2,3,2,2,2,2,3,2,2.25,0.8888888888888888,0.14347133333333334,11.555555555555555,387215.1111111111,0.07258064516129024,0.8888888888888888,1.7777777777777777
scikit-learn__scikit-learn-25500,2,2,1,2,1,2,2,2,1.75,0.8571428571428571,0.15071031428571427,6.285714285714286,185246.2857142857,0.18421052631578938,1.7142857142857142,1.7142857142857142
scikit-learn__scikit-learn-25570,2,3,1,2,2,2,3,2,2.125,2.823529411764706,0.3079855764705882,8.470588235294118,370820.23529411765,0.12878787878787878,5.647058823529412,3.764705882352941
scikit-learn__scikit-learn-25638,2,3,1,2,1,2,2,2,1.875,2.1333333333333333,0.0,6.4,597996.8,0.08928571428571426,2.1333333333333333,1.0666666666666667
scikit-learn__scikit-learn-25747,3,3,2,2,2,3,3,2,2.5,0.4,0.19842407999999995,9.6,260724.2,0.161290322580645,0.8,2.0
sphinx-doc__sphinx-10325,2,3,2,2,3,2,3,2,2.375,1.263157894736842,0.11450305263157895,5.894736842105263,156400.63157894736,0.21590909090909088,2.526315789473684,0.42105263157894735
sphinx-doc__sphinx-10451,3,4,2,3,2,3,3,3,2.875,0.34782608695652173,0.14919829565217388,5.565217391304348,186019.30434782608,0.3026315789473683,0.6956521739130435,0.34782608695652173
sphinx-doc__sphinx-11445,3,4,2,2,2,4,3,3,2.875,0.8695652173913043,0.11827664347826083,3.8260869565217392,139809.21739130435,0.3026315789473683,1.7391304347826086,0.6956521739130435
sphinx-doc__sphinx-7686,3,3,2,2,2,3,3,3,2.625,2.2857142857142856,0.09771508571428572,3.4285714285714284,223129.52380952382,0.14583333333333318,2.2857142857142856,0.38095238095238093
sphinx-doc__sphinx-7738,2,3,2,2,4,2,3,2,2.5,0.5333333333333333,0.19797521999999995,8.4,89792.06666666665,0.4545454545454545,3.2,1.2
sphinx-doc__sphinx-7975,3,3,2,2,2,3,4,2,2.625,0.7619047619047619,0.1421365714285714,3.0476190476190474,198756.57142857142,0.20192307692307687,0.7619047619047619,0.0
sphinx-doc__sphinx-8273,2,3,2,2,4,1,3,4,2.625,0.22857142857142856,0.06667628571428572,2.6666666666666665,32224.228571428575,1.0096153846153846,1.1428571428571428,0.38095238095238093
sphinx-doc__sphinx-8282,3,4,2,3,2,3,4,3,3.0,0.3888888888888889,0.11212319999999999,4.666666666666667,46735.333333333336,0.7826086956521738,2.3333333333333335,0.3333333333333333
sphinx-doc__sphinx-8435,3,4,2,3,2,3,3,3,2.875,0.9565217391304348,0.2787309391304348,5.217391304347826,152344.78260869565,0.34848484848484845,3.8260869565217392,0.6956521739130435
sphinx-doc__sphinx-8474,2,3,2,2,2,3,3,2,2.375,,,,,,2.9473684210526314,0.42105263157894735
sphinx-doc__sphinx-8506,2,3,2,2,4,2,3,3,2.625,1.9047619047619047,0.09723977142857143,4.571428571428571,249144.0,0.13815789473684204,1.9047619047619047,0.38095238095238093
sphinx-doc__sphinx-8595,2,3,1,2,1,2,3,2,2.0,2.0,0.09165735,3.5,242834.5,0.1333333333333332,2.0,1.0
sphinx-doc__sphinx-8627,2,3,2,2,2,3,2,2,2.25,0.35555555555555557,0.2714804,10.666666666666666,173062.57777777777,0.3308823529411763,1.7777777777777777,0.8888888888888888
sphinx-doc__sphinx-8713,2,3,1,2,4,1,2,2,2.125,1.411764705882353,0.12027162352941177,6.117647058823529,293940.70588235295,0.10625000000000001,1.411764705882353,2.3529411764705883
sphinx-doc__sphinx-8721,2,3,2,2,2,2,2,2,2.125,0.9411764705882353,0.07670449411764702,3.2941176470588234,191796.70588235295,0.17708333333333326,0.9411764705882353,0.47058823529411764
sphinx-doc__sphinx-8801,3,4,2,3,2,4,3,3,3.0,2.6666666666666665,0.22645634999999997,8.333333333333334,594226.6666666666,0.0882352941176469,2.6666666666666665,0.6666666666666666
sympy__sympy-11400,2,3,2,2,4,2,3,2,2.5,1.6,0.10228458,5.6,259343.2,0.11904761904761901,1.6,2.0
sympy__sympy-11870,3,4,3,3,2,3,4,3,3.125,0.64,0.0,3.2,243325.44,0.3289473684210525,1.28,1.28
sympy__sympy-11897,3,4,2,3,3,3,4,3,3.125,1.28,0.11839958399999997,7.04,299971.52,0.10080645161290311,1.28,1.6
sympy__sympy-12171,1,2,1,1,1,1,2,1,1.25,3.2,0.300141,15.2,812009.6,0.04464285714285712,3.2,2.4
sympy__sympy-12236,4,4,3,3,2,4,4,3,3.375,0.8888888888888888,0.25419848888888896,5.333333333333333,244162.37037037036,0.21774193548387072,1.7777777777777777,1.4814814814814814
sympy__sympy-12419,3,4,2,2,2,4,3,2,2.75,,,,,,1.4545454545454546,1.8181818181818181
sympy__sympy-12454,1,1,1,1,1,1,2,1,1.125,3.5555555555555554,0.2081476,13.333333333333334,518012.44444444444,0.05625,3.5555555555555554,4.444444444444445
sympy__sympy-12481,2,3,1,2,1,2,3,2,2.0,2.0,0.141369,8.5,366918.5,0.0869565217391304,2.0,1.0
sympy__sympy-13031,2,2,1,2,1,2,3,2,1.875,,,,,,6.4,2.1333333333333333
sympy__sympy-13043,2,2,1,2,3,2,3,2,2.125,0.47058823529411764,0.13084390588235295,4.235294117647059,129256.0,0.2897727272727271,1.411764705882353,1.8823529411764706
sympy__sympy-13146,2,3,2,2,2,3,3,2,2.375,1.0526315789473684,0.22580273684210525,7.578947368421052,137921.8947368421,0.296875,4.2105263157894735,1.6842105263157894
sympy__sympy-13177,2,2,1,1,4,1,3,2,2.0,1.0,0.176465325,13.0,448011.0,0.064516129032258,1.0,3.5
sympy__sympy-13437,2,3,2,2,1,2,2,2,2.0,2.0,0.18855645,13.5,546653.5,0.0588235294117646,2.0,2.0
sympy__sympy-13471,2,3,1,2,4,2,3,2,2.375,0.8421052631578947,0.06659778947368421,3.789473684210526,165076.63157894736,0.18269230769230763,0.8421052631578947,1.263157894736842
sympy__sympy-13480,2,2,1,1,1,1,2,1,1.375,1.4545454545454546,0.074148,3.6363636363636362,158521.45454545456,0.171875,1.4545454545454546,0.7272727272727273
sympy__sympy-13647,3,2,2,2,2,3,3,2,2.375,0.8421052631578947,0.1025554105263158,5.052631578947368,230088.84210526315,0.13970588235294115,0.8421052631578947,1.263157894736842
sympy__sympy-13773,2,2,1,2,1,1,2,2,1.625,1.641025641025641,0.25912855384615385,13.538461538461538,216239.38461538462,0.15234375,4.923076923076923,3.6923076923076925
sympy__sympy-13895,4,4,2,3,2,4,4,3,3.25,1.5384615384615385,0.3228788000000001,7.6923076923076925,470143.6923076923,0.10483870967741923,1.5384615384615385,1.2307692307692308
sympy__sympy-13915,3,3,2,3,4,3,4,3,3.125,,,,,,3.2,1.92
sympy__sympy-13971,2,3,2,2,2,2,2,2,2.125,1.8823529411764706,0.14161814117647054,8.0,393774.1176470588,0.0817307692307691,1.8823529411764706,0.9411764705882353
sympy__sympy-14024,4,4,3,3,2,4,4,3,3.375,,,,,,3.259259259259259,1.1851851851851851
sympy__sympy-14308,2,3,2,2,2,2,3,2,2.25,4.444444444444445,0.4247770666666666,11.555555555555555,971316.0,0.062499999999999827,4.444444444444445,1.3333333333333333
sympy__sympy-14317,2,2,1,2,1,1,2,2,1.625,1.8461538461538463,0.24494483076923076,12.923076923076923,361040.92307692306,0.09848484848484848,3.6923076923076925,3.076923076923077
sympy__sympy-14396,2,3,2,2,4,2,3,2,2.5,0.8,0.1054767,5.6,147005.6,0.263157894736842,1.6,0.8
sympy__sympy-14774,1,1,1,1,1,1,1,1,1.0,2.0,0.1257564,5.0,246098.0,0.1111111111111111,2.0,3.0
sympy__sympy-14817,3,3,1,2,2,2,4,3,2.5,0.6,0.16160424,9.6,212558.6,0.161290322580645,1.2,2.4
sympy__sympy-15011,3,3,2,2,2,3,3,2,2.5,4.0,0.17472906,8.0,475261.6,0.0806451612903225,4.0,0.4
sympy__sympy-15308,2,3,2,2,2,2,3,2,2.25,2.2222222222222223,0.10297933333333334,6.666666666666667,296811.1111111111,0.10227272727272715,2.2222222222222223,0.4444444444444444
sympy__sympy-15345,2,2,1,2,1,2,2,2,1.75,1.1428571428571428,0.09032159999999993,4.0,214960.0,0.13461538461538458,1.1428571428571428,1.1428571428571428
sympy__sympy-15346,3,3,2,3,2,3,4,3,2.875,,,,,,3.8260869565217392,2.4347826086956523
sympy__sympy-15609,2,3,1,2,1,2,2,2,1.875,1.0666666666666667,0.09366543999999995,5.333333333333333,238509.33333333334,0.1171875,1.0666666666666667,0.5333333333333333
sympy__sympy-15678,2,3,1,2,4,2,3,2,2.375,1.0526315789473684,0.11511461052631579,5.894736842105263,148926.52631578947,0.2638888888888889,2.1052631578947367,0.8421052631578947
sympy__sympy-16106,2,3,1,2,2,1,2,1,1.75,2.0,0.17969948571428568,9.714285714285714,249853.7142857143,0.13461538461538458,4.0,1.1428571428571428
sympy__sympy-16281,2,3,1,2,4,1,3,2,2.25,2.0,0.46268399999999993,8.444444444444445,438781.3333333333,0.140625,4.0,4.444444444444445
sympy__sympy-16503,2,3,2,2,2,3,3,2,2.375,,,,,,2.9473684210526314,0.42105263157894735
sympy__sympy-16792,3,4,2,2,1,2,3,3,2.5,5.6,0.13980005999999995,9.2,464276.4,0.0806451612903225,5.6,1.2
sympy__sympy-16988,2,3,1,2,2,2,3,2,2.125,3.764705882352941,,,,,3.764705882352941,0.47058823529411764
sympy__sympy-17022,3,4,3,3,2,2,4,3,3.0,1.6666666666666667,0.34773839999999995,8.0,646413.0,0.0909090909090909,1.6666666666666667,1.3333333333333333
sympy__sympy-17139,2,2,1,2,1,1,2,2,1.625,0.6153846153846154,0.06550043076923076,2.4615384615384617,152080.61538461538,0.23214285714285704,0.6153846153846154,0.0
sympy__sympy-17630,3,4,2,2,2,3,3,3,2.75,0.36363636363636365,0.12403903636363635,5.454545454545454,92259.63636363637,0.55,1.4545454545454546,0.0
sympy__sympy-17655,2,3,1,2,1,2,3,2,2.0,1.0,0.24800534999999996,10.5,187756.25,0.25,4.0,0.5
sympy__sympy-18057,4,3,2,3,2,2,4,4,3.0,1.6666666666666667,0.08032260000000001,5.0,234886.33333333334,0.1578947368421052,1.6666666666666667,0.6666666666666666
sympy__sympy-18087,3,4,2,2,2,3,4,3,2.875,3.4782608695652173,,,,,3.4782608695652173,0.34782608695652173
sympy__sympy-18189,3,4,2,3,2,4,4,3,3.125,0.96,0.09880219199999997,3.84,225352.64,0.16447368421052624,0.96,0.64
sympy__sympy-18199,2,3,1,1,1,1,2,2,1.625,0.9230769230769231,0.19849236923076924,9.846153846153847,273145.8461538461,0.13,1.8461538461538463,1.2307692307692308
sympy__sympy-18532,2,3,2,2,3,2,3,4,2.625,0.9523809523809523,0.11244542857142857,5.714285714285714,158988.0,0.21,1.9047619047619047,0.38095238095238093
sympy__sympy-18621,2,3,2,2,1,2,2,2,2.0,1.5,0.143961075,5.5,375020.5,0.1052631578947368,1.5,1.0
sympy__sympy-18698,4,4,2,3,3,4,4,3,3.375,0.9876543209876544,0.20110546666666668,4.148148148148148,158662.32098765433,0.3375,2.962962962962963,0.2962962962962963
sympy__sympy-18835,2,2,1,2,4,1,3,1,2.0,1.0,0.08944275,4.5,217648.5,0.1428571428571428,1.0,0.5
sympy__sympy-19007,3,4,2,3,2,3,4,3,3.0,1.3333333333333333,0.16484970000000002,2.3333333333333335,233373.66666666666,0.2142857142857142,1.3333333333333333,0.3333333333333333
sympy__sympy-19254,3,4,2,3,2,2,4,3,2.875,0.6956521739130435,0.20289667826086955,5.913043478260869,101969.18260869566,0.4227941176470586,3.4782608695652173,0.6956521739130435
sympy__sympy-19487,2,3,2,2,3,2,4,3,2.625,1.1428571428571428,0.08767199999999996,4.571428571428571,237988.95238095237,0.15441176470588233,1.1428571428571428,0.38095238095238093
sympy__sympy-20049,3,4,2,3,2,2,4,3,2.875,0.6956521739130435,0.08214714782608695,2.0869565217391304,167830.95652173914,0.3194444444444444,0.6956521739130435,0.34782608695652173
sympy__sympy-20154,2,2,1,2,1,1,2,3,1.75,0.7619047619047619,0.12213514285714286,5.714285714285714,105264.95238095235,0.30882352941176466,2.2857142857142856,0.5714285714285714
sympy__sympy-20212,2,3,2,2,1,2,3,2,2.125,1.411764705882353,0.11723548235294118,5.176470588235294,319403.76470588235,0.11184210526315784,1.411764705882353,0.47058823529411764
sympy__sympy-20322,3,4,3,3,2,4,4,4,3.375,,,,,,1.4814814814814814,0.5925925925925926
sympy__sympy-20442,4,4,2,3,3,4,4,3,3.375,0.5925925925925926,0.07117591111111109,3.259259259259259,190991.40740740742,0.2109375,0.5925925925925926,0.2962962962962963
sympy__sympy-20590,2,3,2,2,4,2,3,3,2.625,1.9047619047619047,0.09007794285714285,4.571428571428571,235282.2857142857,0.13815789473684204,1.9047619047619047,0.7619047619047619
sympy__sympy-20639,2,3,2,2,2,2,3,2,2.25,0.7407407407407408,0.24154573333333337,7.555555555555555,216038.96296296298,0.225,2.2222222222222223,1.7777777777777777
sympy__sympy-21055,3,4,2,3,2,3,4,3,3.0,0.3333333333333333,0.09225109999999999,3.6666666666666665,78435.2222222222,0.44999999999999996,1.0,0.6666666666666666
sympy__sympy-21171,2,3,2,2,2,2,2,2,2.125,0.9411764705882353,0.06880616470588236,1.8823529411764706,141782.11764705883,0.2361111111111111,0.9411764705882353,0.47058823529411764
sympy__sympy-21379,4,4,3,3,2,5,4,3,3.5,2.2857142857142856,0.11572264285714286,4.0,294590.85714285716,0.15217391304347822,2.2857142857142856,0.2857142857142857
sympy__sympy-21612,3,4,1,2,1,3,4,2,2.5,1.2,0.4281078,9.2,407723.2,0.161290322580645,2.4,1.6
sympy__sympy-21614,2,3,2,2,2,2,3,2,2.25,1.7777777777777777,0.13501253333333332,7.555555555555555,384624.44444444444,0.0865384615384614,1.7777777777777777,0.8888888888888888
sympy__sympy-21627,3,4,2,2,2,4,3,2,2.75,3.272727272727273,0.42728412727272713,4.7272727272727275,577529.8181818182,0.09166666666666656,3.272727272727273,0.36363636363636365
sympy__sympy-21847,2,3,1,2,1,2,3,2,2.0,1.5,0.1017351,4.5,245789.5,0.1428571428571428,1.5,0.5
sympy__sympy-22005,2,3,2,1,1,2,2,2,1.875,1.0666666666666667,0.47555791999999997,9.6,273186.5333333333,0.2419354838709677,4.266666666666667,0.0
sympy__sympy-22714,3,3,2,2,4,3,3,2,2.75,1.0909090909090908,0.0707995090909091,2.909090909090909,172880.36363636365,0.24999999999999997,1.0909090909090908,0.0
sympy__sympy-22840,3,3,2,3,3,3,4,3,3.0,0.6666666666666666,0.11973215,3.6666666666666665,161873.0,0.2727272727272727,1.3333333333333333,0.6666666666666666
sympy__sympy-23117,2,3,2,2,1,2,3,2,2.125,2.823529411764706,0.11330597647058824,6.117647058823529,316787.76470588235,0.11805555555555543,2.823529411764706,0.47058823529411764
sympy__sympy-23191,3,3,2,2,3,4,3,2,2.75,1.2727272727272727,0.0,5.454545454545454,399944.1818181818,0.19642857142857134,2.5454545454545454,0.7272727272727273
sympy__sympy-23262,2,2,1,2,1,2,2,2,1.75,3.4285714285714284,0.13854299999999994,6.285714285714286,378836.0,0.07954545454545445,3.4285714285714284,0.5714285714285714
sympy__sympy-24066,3,4,2,2,4,3,4,2,3.0,1.0,0.087233,4.333333333333333,237830.66666666666,0.1666666666666665,1.0,0.3333333333333333
sympy__sympy-24102,2,3,1,2,1,2,3,2,2.0,0.5,0.158535375,4.5,234493.5,0.25,1.0,0.5
sympy__sympy-24152,2,3,1,2,2,2,3,2,2.125,0.9411764705882353,0.11535451764705883,4.235294117647059,328774.5882352941,0.15178571428571422,0.9411764705882353,0.47058823529411764
sympy__sympy-24213,3,4,2,3,2,3,4,3,3.0,1.6666666666666667,0.12407184999999997,5.0,344019.6666666667,0.1249999999999998,1.6666666666666667,0.3333333333333333
sympy__sympy-24909,3,4,2,2,2,3,4,3,2.875,1.0434782608695652,0.08577490434782606,3.130434782608696,228600.0,0.20535714285714277,1.0434782608695652,0.34782608695652173
