instance_id,enew1_read_edit_ratio,enew1_edits_without_read_pct,enew1_write_vs_edit_ratio,enew1_n_reads,enew1_n_edits,enew1_n_writes,enew2_recovery_breadth,enew2_retry_without_change_rate,enew2_error_rate_early,enew2_error_rate_late,enew2_total_errors
sympy__sympy-18532,2.5,0.0,0.0,5,2,0,0.0,0.0,0.14285714285714285,0.0,1
sympy__sympy-18621,3.0,0.0,0.0,3,1,0,0.5,0.0,0.2,0.0,2
sympy__sympy-18698,3.3333333333333335,0.0,0.0,10,3,0,0.0,0.0,0.1111111111111111,0.0,1
sympy__sympy-18835,2.0,0.0,0.0,2,1,0,0.0,0.0,0.25,0.0,1
sympy__sympy-19007,4.0,0.0,0.0,4,1,0,0.0,0.0,0.25,0.0,1
sympy__sympy-19254,2.0,0.0,0.0,10,5,0,0.5,0.0,0.1,0.0,2
sympy__sympy-19487,3.0,0.0,0.0,3,1,0,0.0,0.0,0.2,0.0,1
sympy__sympy-20049,2.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,1
sympy__sympy-20154,1.3333333333333333,0.0,0.0,4,3,0,0.0,0.0,0.2,0.0,1
sympy__sympy-20212,3.0,0.0,0.0,3,1,0,0.0,0.0,0.2,0.0,1
sympy__sympy-20322,,,,5,0,0,0.0,0.0,0.2222222222222222,0.0,2
sympy__sympy-20442,2.0,0.0,0.0,2,1,0,0.0,0.0,0.25,0.0,1
sympy__sympy-20590,5.0,0.0,0.0,5,1,0,0.5,0.0,0.2,0.0,2
sympy__sympy-20639,1.6666666666666667,0.0,0.0,5,3,0,0.0,0.0,0.1111111111111111,0.3333333333333333,4
sympy__sympy-21055,1.0,0.3333333333333333,0.0,3,3,0,0.0,0.0,0.3333333333333333,0.0,2
sympy__sympy-21171,2.0,0.0,0.0,2,1,0,0.0,0.0,0.5,0.0,1
sympy__sympy-21379,8.0,0.0,0.0,8,1,0,0.0,0.0,0.16666666666666666,0.0,1
sympy__sympy-21612,3.0,0.5,0.0,6,2,0,0.5,0.0,0.3333333333333333,0.0,4
sympy__sympy-21614,4.0,0.0,0.0,4,1,0,0.5,0.0,0.14285714285714285,0.125,2
sympy__sympy-21627,9.0,0.0,0.0,9,1,0,0.0,0.0,0.1111111111111111,0.0,1
sympy__sympy-21847,3.0,0.0,0.0,3,1,0,0.0,0.0,0.25,0.0,1
sympy__sympy-22005,2.0,0.25,0.0,8,4,0,1.0,0.0,0.0,0.0,0
sympy__sympy-22714,3.0,0.0,0.0,3,1,0,1.0,0.0,0.0,0.0,0
sympy__sympy-22840,2.0,0.0,0.0,4,2,0,0.0,0.0,0.3333333333333333,0.0,2
sympy__sympy-23117,6.0,0.0,0.0,6,1,0,0.0,0.0,0.2,0.0,1
sympy__sympy-23191,3.5,0.0,0.0,7,2,0,0.0,0.0,0.25,0.0,2
sympy__sympy-23262,6.0,0.0,0.0,6,1,0,0.0,0.0,0.16666666666666666,0.0,1
sympy__sympy-24066,3.0,0.0,0.0,3,1,0,0.0,0.0,0.2,0.0,1
sympy__sympy-24102,1.0,0.5,0.0,2,2,0,0.0,0.0,0.25,0.0,1
sympy__sympy-24152,2.0,0.0,0.0,2,1,0,0.0,0.0,0.25,0.0,1
sympy__sympy-24213,5.0,0.0,0.0,5,1,0,0.0,0.0,0.14285714285714285,0.0,1
sympy__sympy-24909,3.0,0.0,0.0,3,1,0,0.0,0.0,0.25,0.0,1
