instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_total_tokens,_total_prompt_tokens,_total_completion_tokens
sympy__sympy-18087,0,33.577188,105015.5,80,claude-sonnet,102,0,50,10711585,10679871,31714
sympy__sympy-21627,0,15.020952,110402.6,56,claude-sonnet,42,0,62,4636908,4597729,39179
sympy__sympy-21614,1,31.64763,132827.1,67,claude-sonnet,76,0,50,10094856,10073747,21109
pytest-dev__pytest-9359,0,48.449544,140684.1,101,claude-sonnet,110,0,90,15475256,15306608,168648
sympy__sympy-15678,0,25.92081,94950.2,77,claude-sonnet,84,0,62,7975820,7887126,88694
pytest-dev__pytest-6116,0,1.336476,40568.3,12,claude-sonnet,10,0,10,405683,402397,3286
sympy__sympy-13915,0,59.97867,139087.9,101,claude-sonnet,142,0,58,19750482,19689880,60602
sympy__sympy-12419,0,49.017498,108308.1,101,claude-sonnet,144,0,56,15596366,15410666,185700
sympy__sympy-11870,0,52.577334,139945.4,101,claude-sonnet,120,0,80,16793442,16610358,183084
sympy__sympy-21379,0,49.437702,120403.3,101,claude-sonnet,134,0,66,16134042,16047744,86298
sympy__sympy-24066,0,35.97717,101981.4,101,claude-sonnet,114,0,86,11625878,11534250,91628
sphinx-doc__sphinx-11445,0,55.781172,171237.7,98,claude-sonnet,104,0,90,17808724,17612474,196250
django__django-16816,0,10.801242,56134.9,52,claude-sonnet,58,0,34,3255824,3227381,28443
django__django-15996,0,41.635566,114568.9,101,claude-sonnet,118,0,82,13519130,13429282,89848
django__django-11049,1,0.0,24572.6,16,claude-haiku,14,0,10,344016,339960,4056
django__django-11179,1,0.0,15678.4,18,claude-haiku,16,0,12,250854,244974,5880
django__django-11039,1,0.0,9819.6,12,claude-haiku,8,0,8,78557,74881,3676
astropy__astropy-6938,0,0.0,36645.5,19,claude-haiku,12,0,18,439746,435049,4697
django__django-11905,0,0.0,20908.2,16,claude-haiku,12,0,12,250899,243463,7436
django__django-11564,0,0.0,26390.0,20,claude-haiku,22,0,10,580581,569041,11540
django__django-11019,0,0.0,17346.9,16,claude-haiku,14,0,10,242856,236970,5886
django__django-11133,1,0.0,12316.4,23,claude-haiku,16,0,8,197062,191960,5102
django__django-11848,0,0.0,19287.4,21,claude-haiku,14,0,20,270024,262766,7258
django__django-10914,1,0.0,22292.0,18,claude-haiku,18,0,10,401256,393997,7259
django__django-11422,0,0.0,19039.3,20,claude-haiku,12,0,20,228472,222357,6115
django__django-11099,1,0.0,17138.3,13,claude-haiku,10,0,8,171383,166525,4858
django__django-12113,0,0.0,46501.8,29,claude-haiku,30,0,20,1395053,1383628,11425
django__django-11620,0,0.0,23640.2,23,claude-haiku,22,0,16,520085,505267,14818
django__django-11583,1,0.0,18897.6,17,claude-haiku,18,0,8,340156,331553,8603
django__django-12125,0,0.0,54883.1,37,claude-haiku,36,0,30,1975793,1950637,25156
astropy__astropy-7746,0,0.0,16190.7,18,claude-haiku,14,0,14,226670,221126,5544
django__django-11910,0,0.0,19984.1,17,claude-haiku,12,0,14,239809,230783,9026
django__django-11999,0,0.0,44756.5,31,claude-haiku,22,0,32,984644,973603,11041
astropy__astropy-14182,0,0.0,17558.1,16,claude-haiku,16,0,8,280930,276802,4128
astropy__astropy-14995,1,0.0,40829.4,21,claude-haiku,10,0,24,408294,402306,5988
django__django-12497,1,0.0,40269.7,40,claude-haiku,30,0,42,1208092,1192367,15725
django__django-12708,1,0.0,20425.6,27,claude-haiku,30,0,16,612768,600071,12697
django__django-12983,1,0.0,15514.6,12,claude-haiku,8,0,8,124117,121142,2975
django__django-12308,1,0.0,42284.2,19,claude-haiku,16,0,14,676548,669576,6972
django__django-12470,0,0.0,32606.3,38,claude-haiku,40,0,28,1304253,1282103,22150
django__django-12184,1,0.0,31071.5,73,claude-haiku,30,0,18,932146,918056,14090
django__django-12589,0,0.0,30365.2,41,claude-haiku,38,0,32,1153878,1128743,25135
astropy__astropy-14365,0,0.0,39698.9,46,claude-haiku,54,0,36,2143742,2116034,27708
django__django-13033,0,0.0,33270.3,30,claude-haiku,22,0,30,731946,715180,16766
django__django-11283,0,0.0,82854.5,54,claude-haiku,54,0,48,4474144,4376230,97914
django__django-13028,1,0.0,25506.6,43,claude-haiku,42,0,36,1071278,1055196,16082
django__django-12915,1,0.0,13124.4,16,claude-haiku,16,0,8,209990,204207,5783
django__django-10924,0,0.0,36504.6,179,claude-haiku,20,0,24,730092,720512,9580
django__django-11815,0,0.0,14817.4,22,claude-haiku,16,0,12,237078,229933,7145
django__django-11001,0,0.0,30465.7,177,claude-haiku,26,0,22,792108,778690,13418
django__django-13220,0,0.0,18996.5,19,claude-haiku,18,0,12,341937,331818,10119
django__django-13158,0,0.0,34803.7,41,claude-haiku,38,0,36,1322541,1301893,20648
django__django-12453,1,0.0,47496.5,53,claude-haiku,66,0,38,3134772,3057902,76870
django__django-13401,1,0.0,19914.0,22,claude-haiku,20,0,16,398279,390995,7284
django__django-12284,0,0.0,117367.9,71,claude-haiku,50,0,86,5868396,5823036,45360
django__django-13448,0,0.0,26864.1,19,claude-haiku,22,0,8,591011,583744,7267
django__django-13768,0,0.0,11715.8,10,claude-haiku,6,0,6,70295,67134,3161
django__django-13551,0,0.0,16358.1,17,claude-haiku,14,0,12,229014,222706,6308
django__django-11630,0,0.0,75746.1,115,claude-haiku,128,0,44,9695498,9577230,118268
django__django-13658,1,0.0,46496.8,22,claude-haiku,12,0,28,557962,553153,4809
django__django-12856,0,0.0,66664.3,82,claude-haiku,82,0,74,5466474,5414235,52239
django__django-12747,1,0.0,41428.4,161,claude-haiku,44,0,36,1822848,1803332,19516
django__django-13710,1,0.0,41126.7,16,claude-haiku,12,0,12,493520,487447,6073
django__django-13757,1,0.0,23745.9,15,claude-haiku,10,0,12,237459,231278,6181
django__django-13933,1,0.0,57927.3,38,claude-haiku,18,0,46,1042691,1028584,14107
django__django-11742,0,0.0,46855.1,138,claude-haiku,98,0,28,4591802,4507742,84060
django__django-12908,0,0.0,65733.5,77,claude-haiku,76,0,58,4995748,4932739,63009
django__django-13265,0,0.0,27545.9,182,claude-haiku,22,0,16,606010,592408,13602
django__django-14238,0,0.0,28907.9,30,claude-haiku,34,0,18,982867,969866,13001
django__django-11797,0,0.0,94306.0,120,claude-haiku,100,0,62,9430600,9321268,109332
django__django-14382,1,0.0,14335.4,17,claude-haiku,14,0,12,200696,195918,4778
django__django-14534,0,0.0,23214.3,12,claude-haiku,10,0,6,232143,229094,3049
django__django-14155,0,0.0,20025.1,13,claude-haiku,8,0,10,160201,155402,4799
django__django-14667,0,0.0,32104.6,28,claude-haiku,28,0,20,898929,886195,12734
django__django-13230,1,0.0,36899.9,175,claude-haiku,30,0,22,1106996,1084584,22412
django__django-13447,0,0.0,34227.0,162,claude-haiku,46,0,32,1574440,1553026,21414
django__django-14730,0,0.0,19826.4,15,claude-haiku,12,0,10,237917,231322,6595
django__django-13315,0,0.0,70396.1,136,claude-haiku,72,0,58,5068520,5043816,24704
django__django-14608,1,0.0,19811.6,23,claude-haiku,22,0,16,435856,427634,8222
django__django-14915,1,0.0,18526.5,16,claude-haiku,12,0,12,222318,216919,5399
django__django-14411,0,0.0,59987.6,38,claude-haiku,36,0,32,2159555,2143115,16440
django__django-13660,0,0.0,25432.6,161,claude-haiku,42,0,38,1068170,1045078,23092
django__django-14017,0,0.0,16073.9,190,claude-haiku,16,0,6,257182,251930,5252
django__django-13964,0,0.0,81920.5,86,claude-haiku,96,0,70,7864370,7807898,56472
django__django-14016,0,0.0,38636.0,176,claude-haiku,10,0,40,386360,378828,7532
django__django-14752,1,0.0,33643.7,56,claude-haiku,52,0,38,1749470,1722552,26918
django__django-14997,0,0.0,30424.4,29,claude-haiku,32,0,14,973580,959148,14432
django__django-13321,0,0.0,78097.8,144,claude-haiku,60,0,54,4685866,4626326,59540
django__django-13590,1,0.0,71303.6,107,claude-haiku,96,0,92,6845148,6777032,68116
django__django-15252,0,0.0,12064.2,15,claude-haiku,16,0,6,193028,187926,5102
django__django-15347,1,0.0,12530.4,18,claude-haiku,10,0,18,125304,121498,3806
django__django-14999,0,0.0,52700.5,49,claude-haiku,46,0,40,2424224,2380629,43595
django__django-15695,0,0.0,34486.6,31,claude-haiku,28,0,26,965626,952517,13109
django__django-15902,0,0.0,24981.7,23,claude-haiku,20,0,14,499633,491858,7775
django__django-15400,1,0.0,21106.4,14,claude-haiku,10,0,10,211064,205092,5972
django__django-14580,0,0.0,77587.8,91,claude-haiku,86,0,90,6672548,6616514,56034
django__django-16255,1,0.0,5677.9,9,claude-haiku,10,0,0,56779,54171,2608
django__django-14787,0,0.0,89189.4,110,claude-haiku,82,0,100,7313534,7257756,55778
django__django-16046,1,0.0,9021.8,15,claude-haiku,12,0,10,108261,103627,4634
django__django-15202,0,0.0,25778.0,188,claude-haiku,16,0,10,412448,405480,6968
django__django-15851,1,0.0,9788.2,14,claude-haiku,12,0,8,117458,109899,7559
django__django-15819,0,0.0,15597.9,14,claude-haiku,12,0,8,187175,181325,5850
django__django-16139,1,0.0,30681.2,27,claude-haiku,18,0,28,552262,542827,9435
django__django-16041,1,0.0,14905.1,18,claude-haiku,14,0,14,208671,203224,5447
django__django-15814,1,0.0,23044.9,31,claude-haiku,34,0,20,783528,771694,11834
django__django-14855,1,0.0,70858.8,111,claude-haiku,76,0,64,5385272,5330574,54698
django__django-15996,0,0.0,20497.2,21,claude-haiku,16,0,18,327956,315365,12591
django__django-16379,1,0.0,7397.9,10,claude-haiku,8,0,4,59183,56128,3055
matplotlib__matplotlib-22711,0,0.0,23371.6,14,claude-haiku,12,0,8,280459,275241,5218
django__django-15061,0,0.0,61746.7,186,claude-haiku,12,0,18,740960,735966,4994
django__django-15789,1,0.0,15399.7,190,claude-haiku,12,0,10,184796,178554,6242
django__django-16595,1,0.0,23881.4,11,claude-haiku,8,0,6,191051,187415,3636
django__django-12700,0,0.0,78300.4,124,claude-haiku,136,0,18,10648852,10405518,243334
matplotlib__matplotlib-22835,0,0.0,22784.5,15,claude-haiku,14,0,8,318983,314356,4627
matplotlib__matplotlib-23314,1,0.0,35951.4,19,claude-haiku,14,0,16,503319,497537,5782
django__django-14672,1,0.0,136408.9,101,claude-haiku,86,0,114,11731168,11618092,113076
matplotlib__matplotlib-23562,1,0.0,26339.1,19,claude-haiku,16,0,14,421426,416140,5286
django__django-13925,0,0.0,144546.8,101,claude-haiku,102,0,94,14743770,14559512,184258
django__django-15320,0,0.0,72853.2,133,claude-haiku,78,0,58,5682552,5649114,33438
matplotlib__matplotlib-18869,0,0.0,14053.6,11,claude-haiku,8,0,6,112429,109706,2723
matplotlib__matplotlib-24149,1,0.0,18089.6,16,claude-haiku,12,0,12,217075,213436,3639
django__django-17051,0,0.0,27014.9,21,claude-haiku,18,0,16,486269,473864,12405
matplotlib__matplotlib-24265,0,0.0,18134.0,22,claude-haiku,12,0,24,217608,209926,7682
matplotlib__matplotlib-24970,0,0.0,17170.9,17,claude-haiku,16,0,10,274734,267727,7007
django__django-15213,0,0.0,86639.0,89,claude-haiku,90,0,82,7797512,7730644,66868
django__django-15498,1,0.0,35776.8,191,claude-haiku,12,0,8,429322,425678,3644
django__django-16400,0,0.0,43511.8,114,claude-haiku,40,0,30,1740472,1704190,36282
matplotlib__matplotlib-23913,0,0.0,30325.3,33,claude-haiku,38,0,20,1152361,1134303,18058
matplotlib__matplotlib-25079,0,0.0,28846.2,27,claude-haiku,26,0,20,750000,742881,7119
django__django-16229,0,0.0,77380.9,114,claude-haiku,106,0,68,8202376,8143148,59228
django__django-16527,1,0.0,2788.0,198,claude-haiku,6,0,0,16728,15694,1034
django__django-16873,1,0.0,35502.9,177,claude-haiku,18,0,30,639052,631590,7462
django__django-16408,0,0.0,70916.1,66,claude-haiku,66,0,60,4680462,4614968,65494
django__django-15790,0,0.0,132300.7,120,claude-haiku,86,0,76,11377864,11225682,152182
django__django-16910,0,0.0,83858.5,81,claude-haiku,84,0,72,7044118,6968520,75598
matplotlib__matplotlib-26020,0,0.0,34288.4,18,claude-haiku,14,0,14,480037,473954,6083
mwaskom__seaborn-2848,0,0.0,13822.7,21,claude-haiku,26,0,8,359391,350545,8846
matplotlib__matplotlib-25498,0,0.0,82970.9,68,claude-haiku,58,0,36,4812310,4769194,43116
matplotlib__matplotlib-23987,0,0.0,76010.5,152,claude-haiku,56,0,42,4256586,4226134,30452
pallets__flask-4045,0,0.0,15422.6,16,claude-haiku,12,0,12,185071,180663,4408
matplotlib__matplotlib-26011,0,0.0,25347.9,20,claude-haiku,18,0,14,456263,450348,5915
pallets__flask-5063,0,0.0,19301.1,15,claude-haiku,12,0,10,231613,225210,6403
matplotlib__matplotlib-25332,0,0.0,32332.0,176,claude-haiku,20,0,30,646640,632136,14504
matplotlib__matplotlib-25311,0,0.0,53473.3,49,claude-haiku,44,0,38,2352825,2318716,34109
django__django-16816,0,0.0,34781.5,145,claude-haiku,22,0,22,765192,752114,13078
mwaskom__seaborn-3190,0,0.0,45137.2,47,claude-haiku,48,0,38,2166587,2144120,22467
psf__requests-2148,0,0.0,20426.4,16,claude-haiku,14,0,10,285969,281031,4938
matplotlib__matplotlib-23563,0,0.0,26910.1,178,claude-haiku,22,0,24,592022,579962,12060
psf__requests-3362,0,0.0,19875.3,17,claude-haiku,16,0,10,318005,313669,4336
psf__requests-2317,1,0.0,34495.7,36,claude-haiku,38,0,26,1310838,1299113,11725
psf__requests-863,0,0.0,4696.0,4,claude-haiku,4,0,2,18784,18126,658
django__django-16820,0,0.0,110747.8,110,claude-haiku,112,0,70,12403752,12301864,101888
matplotlib__matplotlib-23299,0,0.0,124067.5,110,claude-haiku,114,0,68,14143690,14075308,68382
pydata__xarray-5131,1,0.0,14310.5,12,claude-haiku,8,0,8,114484,111714,2770
matplotlib__matplotlib-24334,0,0.0,43874.0,177,claude-haiku,24,0,24,1052976,1044236,8740
pydata__xarray-4248,0,0.0,28542.7,25,claude-haiku,26,0,16,742111,734405,7706
pallets__flask-4992,0,0.0,15941.4,185,claude-haiku,16,0,16,255062,246280,8782
matplotlib__matplotlib-25442,0,0.0,44729.0,70,claude-haiku,58,0,40,2594284,2536470,57814
matplotlib__matplotlib-23476,0,0.0,92021.8,109,claude-haiku,118,0,66,10858568,10784128,74440
pydata__xarray-4094,0,0.0,18235.0,33,claude-haiku,42,0,16,765872,752187,13685
pylint-dev__pylint-7993,0,0.0,18369.4,15,claude-haiku,8,0,14,146955,142760,4195
django__django-11964,0,0.0,8634.9,14,claude-haiku,12,0,8,103619,99728,3891
pytest-dev__pytest-5227,1,0.0,12682.8,9,claude-haiku,6,0,4,76097,74187,1910
pydata__xarray-3364,0,0.0,45389.6,43,claude-haiku,42,0,32,1906363,1868013,38350
pylint-dev__pylint-6506,0,0.0,23478.3,13,claude-haiku,12,0,6,281740,278614,3126
pytest-dev__pytest-5413,0,0.0,18956.0,17,claude-haiku,10,0,16,189560,185888,3672
pytest-dev__pytest-7432,1,0.0,16731.9,19,claude-haiku,18,0,12,301175,290554,10621
pylint-dev__pylint-5859,0,0.0,20725.6,21,claude-haiku,10,0,24,207256,202378,4878
pylint-dev__pylint-7228,0,0.0,59750.6,48,claude-haiku,54,0,36,3226534,3203664,22870
pytest-dev__pytest-6116,0,0.0,26252.4,18,claude-haiku,14,0,14,367534,363025,4509
pylint-dev__pylint-7080,0,0.0,102851.8,40,claude-haiku,38,0,36,3908370,3849926,58444
pytest-dev__pytest-5495,0,0.0,28478.6,24,claude-haiku,18,0,22,512614,502751,9863
pytest-dev__pytest-5692,1,0.0,20143.5,17,claude-haiku,14,0,12,282009,277738,4271
pytest-dev__pytest-8365,0,0.0,11316.2,13,claude-haiku,10,0,8,113162,109996,3166
mwaskom__seaborn-3407,0,0.0,77661.3,101,claude-haiku,120,0,80,9319360,9252562,66798
mwaskom__seaborn-3010,1,0.0,75983.0,116,claude-haiku,108,0,62,8206164,8100676,105488
pytest-dev__pytest-7373,0,0.0,48074.0,56,claude-haiku,56,0,50,2692146,2655138,37008
scikit-learn__scikit-learn-10297,1,0.0,24068.1,17,claude-haiku,14,0,12,336954,331631,5323
django__django-12286,1,0.0,122835.2,103,claude-haiku,80,0,60,9826814,9736206,90608
pytest-dev__pytest-7220,0,0.0,47287.5,34,claude-haiku,26,0,30,1229476,1221514,7962
psf__requests-1963,0,0.0,139287.4,126,claude-haiku,54,0,96,7521522,7436470,85052
pytest-dev__pytest-5221,0,0.0,52595.0,181,claude-haiku,24,0,16,1262280,1256110,6170
pytest-dev__pytest-7490,0,0.0,53710.8,27,claude-haiku,22,0,26,1181638,1165288,16350
scikit-learn__scikit-learn-11040,0,0.0,17710.7,18,claude-haiku,16,0,12,283371,277875,5496
astropy__astropy-12907,0,0.0,84091.8,124,claude-haiku,94,0,60,7904626,7763508,141118
scikit-learn__scikit-learn-11281,1,0.0,33472.4,19,claude-haiku,16,0,14,535558,521913,13645
scikit-learn__scikit-learn-13584,1,0.0,14369.4,14,claude-haiku,10,0,10,143694,138548,5146
scikit-learn__scikit-learn-13496,1,0.0,22927.2,15,claude-haiku,12,0,10,275126,269671,5455
scikit-learn__scikit-learn-12471,0,0.0,52798.9,20,claude-haiku,12,0,20,633587,627188,6399
scikit-learn__scikit-learn-13439,1,0.0,16151.7,22,claude-haiku,6,0,8,96910,93900,3010
pytest-dev__pytest-5103,0,0.0,138941.5,101,claude-haiku,82,0,118,11393206,11330894,62312
pytest-dev__pytest-11148,0,0.0,109207.8,76,claude-haiku,62,0,64,6770886,6647230,123656
pydata__xarray-4493,0,0.0,73793.8,49,claude-haiku,54,0,38,3984866,3951362,33504
scikit-learn__scikit-learn-25638,0,0.0,27334.8,17,claude-haiku,14,0,12,382687,374265,8422
matplotlib__matplotlib-25433,0,0.0,38899.3,181,claude-haiku,22,0,18,855784,839688,16096
scikit-learn__scikit-learn-13779,1,0.0,22558.6,53,claude-haiku,16,0,20,360938,348586,12352
psf__requests-2674,1,0.0,6544.9,13,claude-haiku,10,0,8,65449,61997,3452
django__django-17087,0,0.0,73263.9,88,claude-haiku,104,0,46,7619446,7518784,100662
scikit-learn__scikit-learn-14092,1,0.0,21822.6,16,claude-haiku,14,0,10,305516,297763,7753
scikit-learn__scikit-learn-14894,1,0.0,30009.6,19,claude-haiku,8,0,22,240077,235053,5024
scikit-learn__scikit-learn-14087,1,0.0,11154.1,17,claude-haiku,14,0,12,156157,149267,6890
scikit-learn__scikit-learn-15512,1,0.0,26094.7,22,claude-haiku,12,0,24,313136,304112,9024
scikit-learn__scikit-learn-15535,1,0.0,35645.1,34,claude-haiku,18,0,20,641612,632770,8842
scikit-learn__scikit-learn-25570,1,0.0,14660.1,19,claude-haiku,14,0,12,205242,200868,4374
scikit-learn__scikit-learn-10949,0,0.0,25435.7,183,claude-haiku,12,0,24,305228,299702,5526
pylint-dev__pylint-7114,0,0.0,89013.2,129,claude-haiku,96,0,48,8545264,8449216,96048
scikit-learn__scikit-learn-25500,0,0.0,15334.1,13,claude-haiku,12,0,6,184009,180997,3012
scikit-learn__scikit-learn-25747,0,0.0,23345.9,18,claude-haiku,18,0,10,420227,411066,9161
scikit-learn__scikit-learn-13142,1,0.0,32985.4,179,claude-haiku,14,0,30,461796,455788,6008
sphinx-doc__sphinx-8273,0,0.0,12666.5,10,claude-haiku,6,0,6,75999,72783,3216
sphinx-doc__sphinx-11445,0,0.0,23116.4,26,claude-haiku,22,0,22,508560,494897,13663
sphinx-doc__sphinx-7686,0,0.0,65224.8,45,claude-haiku,42,0,38,2739440,2709114,30326
scikit-learn__scikit-learn-10508,0,0.0,31119.8,189,claude-haiku,8,0,16,248958,245452,3506
pytest-dev__pytest-9359,0,0.0,96051.4,101,claude-haiku,100,0,100,9605142,9540336,64806
matplotlib__matplotlib-23964,1,0.0,17849.7,13,claude-haiku,10,0,8,178497,175746,2751
sphinx-doc__sphinx-7738,0,0.0,85968.0,32,claude-haiku,24,0,34,2063232,2053484,9748
pytest-dev__pytest-11143,1,0.0,190618.5,116,claude-haiku,52,0,110,9912160,9790010,122150
sympy__sympy-11400,0,0.0,18791.1,20,claude-haiku,8,0,24,150329,146112,4217
sympy__sympy-11897,0,0.0,31753.7,24,claude-haiku,20,0,20,635073,620663,14410
sphinx-doc__sphinx-10325,1,0.0,62690.7,166,claude-haiku,30,0,40,1880720,1868908,11812
sympy__sympy-12236,0,0.0,28352.7,23,claude-haiku,10,0,28,283527,272973,10554
sympy__sympy-12171,0,0.0,19677.0,28,claude-haiku,20,0,24,393540,384809,8731
scikit-learn__scikit-learn-14983,0,0.0,20507.5,184,claude-haiku,22,0,12,451164,438876,12288
sympy__sympy-13146,0,0.0,19046.9,15,claude-haiku,20,0,8,380938,369142,11796
sympy__sympy-12454,0,0.0,22765.6,26,claude-haiku,14,0,30,318719,312079,6640
sphinx-doc__sphinx-8595,1,0.0,78536.9,94,claude-haiku,66,0,40,5183434,5161338,22096
sympy__sympy-13480,1,0.0,21707.1,16,claude-haiku,12,0,12,260485,256621,3864
sphinx-doc__sphinx-8435,0,0.0,41489.9,55,claude-haiku,58,0,42,2406416,2382392,24024
sphinx-doc__sphinx-7975,0,0.0,92317.6,67,claude-haiku,52,0,76,4800516,4750712,49804
sympy__sympy-13177,0,0.0,18736.6,20,claude-haiku,10,0,22,187366,182422,4944
sphinx-doc__sphinx-8474,0,0.0,55430.0,158,claude-haiku,46,0,40,2549780,2528698,21082
sympy__sympy-13471,0,0.0,18288.2,17,claude-haiku,12,0,14,219459,215445,4014
sympy__sympy-13043,0,0.0,25980.3,26,claude-haiku,26,0,18,675487,664638,10849
sympy__sympy-12481,0,0.0,60328.7,36,claude-haiku,34,0,30,2051175,2035069,16106
sympy__sympy-13647,1,0.0,26356.9,18,claude-haiku,14,0,18,368996,364292,4704
sphinx-doc__sphinx-8506,0,0.0,91163.8,176,claude-haiku,22,0,28,2005604,1997926,7678
sympy__sympy-13773,0,0.0,29241.4,26,claude-haiku,22,0,22,643310,635957,7353
sphinx-doc__sphinx-8627,0,0.0,97657.0,118,claude-haiku,90,0,76,8789132,8731876,57256
sympy__sympy-14396,0,0.0,25798.6,18,claude-haiku,20,0,8,515972,508616,7356
sphinx-doc__sphinx-8282,0,0.0,59051.1,178,claude-haiku,16,0,30,944818,937742,7076
sympy__sympy-13437,0,0.0,27920.3,76,claude-haiku,18,0,16,502566,498242,4324
sympy__sympy-14317,0,0.0,20208.8,15,claude-haiku,8,0,10,161670,158071,3599
sphinx-doc__sphinx-8721,1,0.0,70278.5,68,claude-haiku,70,0,60,4919498,4845446,74052
sympy__sympy-11870,0,0.0,74549.5,49,claude-haiku,48,0,44,3578378,3495210,83168
sympy__sympy-14774,1,0.0,16170.2,13,claude-haiku,10,0,8,161702,158930,2772
scikit-learn__scikit-learn-13497,0,0.0,92085.5,121,claude-haiku,90,0,70,8287698,8172434,115264
sympy__sympy-14024,0,0.0,35175.2,24,claude-haiku,30,0,16,1055256,1026372,28884
sympy__sympy-16503,0,0.0,21234.6,16,claude-haiku,12,0,12,254815,251158,3657
sympy__sympy-16281,0,0.0,19149.1,11,claude-haiku,10,0,8,191491,185786,5705
sympy__sympy-15609,0,0.0,34689.3,32,claude-haiku,28,0,28,971300,961014,10286
sphinx-doc__sphinx-8801,1,0.0,50754.7,168,claude-haiku,22,0,44,1116604,1106432,10172
sphinx-doc__sphinx-8713,1,0.0,36688.8,176,claude-haiku,18,0,32,660398,652268,8130
sympy__sympy-16106,0,0.0,30452.9,20,claude-haiku,12,0,20,365435,361098,4337
sympy__sympy-13031,0,0.0,22171.2,187,claude-haiku,10,0,18,221712,216786,4926
sympy__sympy-13971,0,0.0,81537.3,53,claude-haiku,52,0,42,4239939,4223018,16921
sympy__sympy-13895,0,0.0,39363.9,84,claude-haiku,136,0,26,5353486,5291964,61522
sphinx-doc__sphinx-10451,0,0.0,14782.7,190,claude-haiku,14,0,8,206958,198216,8742
sympy__sympy-18057,0,0.0,30792.7,20,claude-haiku,22,0,10,677440,668725,8715
sympy__sympy-17655,0,0.0,47050.1,15,claude-haiku,8,0,14,376401,371714,4687
sympy__sympy-14308,0,0.0,129833.8,67,claude-haiku,66,0,54,8569030,8517072,51958
sympy__sympy-18189,0,0.0,21942.8,16,claude-haiku,12,0,12,263314,256217,7097
sympy__sympy-15011,0,0.0,88976.8,72,claude-haiku,86,0,52,7652004,7574370,77634
sympy__sympy-18621,0,0.0,50499.1,32,claude-haiku,20,0,36,1009982,1001550,8432
sympy__sympy-17022,0,0.0,71365.7,52,claude-haiku,60,0,38,4281944,4260986,20958
sympy__sympy-15346,0,0.0,71909.3,45,claude-haiku,56,0,32,4026922,3961990,64932
sympy__sympy-17139,0,0.0,23803.7,16,claude-haiku,12,0,14,285644,282078,3566
sympy__sympy-16792,0,0.0,44396.2,48,claude-haiku,42,0,42,1864640,1851188,13452
sympy__sympy-18087,0,0.0,45583.3,21,claude-haiku,20,0,14,911667,898371,13296
sympy__sympy-15345,0,0.0,82015.8,113,claude-haiku,94,0,82,7709482,7665780,43702
sympy__sympy-20049,0,0.0,18027.3,18,claude-haiku,18,0,10,324491,316191,8300
sympy__sympy-16988,0,0.0,69109.4,39,claude-haiku,40,0,36,2764376,2708868,55508
sympy__sympy-14817,0,0.0,18119.7,189,claude-haiku,14,0,10,253676,248892,4784
sympy__sympy-13915,0,0.0,104015.9,114,claude-haiku,108,0,66,11233722,11128200,105522
pytest-dev__pytest-7168,0,0.0,137504.0,98,claude-haiku,92,0,90,12650366,12600840,49526
scikit-learn__scikit-learn-13241,0,0.0,71985.3,136,claude-haiku,116,0,14,8350292,8175364,174928
sympy__sympy-21055,0,0.0,20506.7,14,claude-haiku,10,0,10,205067,199903,5164
sympy__sympy-15678,0,0.0,73498.0,161,claude-haiku,20,0,60,1469960,1453488,16472
sympy__sympy-18835,0,0.0,37974.2,30,claude-haiku,28,0,24,1063278,1045568,17710
sympy__sympy-21171,0,0.0,51352.5,41,claude-haiku,12,0,44,616230,608858,7372
sympy__sympy-17630,0,0.0,26113.2,183,claude-haiku,16,0,20,417812,404768,13044
sympy__sympy-19007,0,0.0,41049.2,34,claude-haiku,30,0,26,1231476,1212068,19408
sympy__sympy-21614,0,0.0,133122.0,27,claude-haiku,12,0,40,1597464,1592024,5440
sympy__sympy-20442,1,0.0,24920.2,22,claude-haiku,14,0,22,348883,341635,7248
sympy__sympy-19254,0,0.0,54087.2,39,claude-haiku,34,0,36,1838965,1803944,35021
sympy__sympy-23117,1,0.0,21682.0,23,claude-haiku,14,0,24,303548,298178,5370
sympy__sympy-20590,0,0.0,24266.2,44,claude-haiku,38,0,24,922114,905746,16368
sympy__sympy-21847,1,0.0,22087.5,26,claude-haiku,16,0,24,353400,344817,8583
sympy__sympy-15308,0,0.0,53628.4,163,claude-haiku,40,0,36,2145138,2124798,20340
sympy__sympy-20639,0,0.0,37266.8,29,claude-haiku,24,0,26,894402,873278,21124
sympy__sympy-24909,0,0.0,19255.6,25,claude-haiku,22,0,20,423623,412995,10628
sympy__sympy-12419,0,0.0,65438.2,54,claude-haiku,60,0,46,3926294,3871590,54704
sympy__sympy-24152,1,0.0,17349.8,12,claude-haiku,8,0,8,138798,134878,3920
sympy__sympy-21379,0,0.0,65217.0,43,claude-haiku,48,0,32,3130416,3097346,33070
sympy__sympy-18698,0,0.0,81211.8,76,claude-haiku,82,0,64,6659368,6572262,87106
sympy__sympy-24066,1,0.0,19460.6,13,claude-haiku,10,0,8,194606,190497,4109
sympy__sympy-20154,0,0.0,22124.5,189,claude-haiku,16,0,8,353992,350368,3624
sympy__sympy-20212,1,0.0,23216.8,168,claude-haiku,18,0,20,417902,410318,7584
sympy__sympy-22840,0,0.0,49848.5,31,claude-haiku,34,0,20,1694848,1675415,19433
